VariantName,nsubCountRead,subCountRead,ActRate,Nb_Mut,G_test
MIN_CONST_616,754,5,0.006631299734748011,146,False
DCA_SB_75_374,37,1,0.02702702702702703,103,False
AZO_RM_30_mut_114,53,31,0.5849056603773585,8,False
DCA_TM_3931,154,86,0.5584415584415584,45,False
DCA_TM_3849,209,257,1.229665071770335,11,False
DCA_TM_4782,100,38,0.38,54,False
DCA_TM_4180,102,98,0.9607843137254902,46,False
NAT_GII_sel_AGFR01000010.1/141887-142096,114,338,2.9649122807017543,130,False
MIN_CONST_873,118,99,0.8389830508474576,144,True
AZO_RM_30_mut_919,86,169,1.9651162790697674,8,False
DCA_TM_1696,65,17,0.26153846153846155,49,False
NAT_GII_sel_MORL01000002.1/76910-77113,84,274,3.261904761904762,114,False
MIN_CONST_792,638,101,0.15830721003134796,144,False
DCA_TM_1315,114,87,0.7631578947368421,44,False
NAT_GII_sel_CDHJ01000094.1/34748-34536,86,145,1.686046511627907,132,False
NAT_GII_sel_MGPH01000013.1/51948-51738,29,68,2.3448275862068964,139,False
AZO_RU_30_mut_763,81,1,0.012345679012345678,19,False
DCA_TM_651,31,1,0.03225806451612903,44,False
DCA_TM_1580,64,38,0.59375,45,False
DCA_TM_2690,92,7,0.07608695652173914,46,False
AZO_RM_30_mut_451,67,117,1.7462686567164178,3,False
DCA_TM_2479,118,135,1.1440677966101696,48,False
NAT_GII_sel_MGHF01000018.1/4479-4689,96,87,0.90625,135,False
MIN_CONST_767,827,124,0.14993954050785974,143,False
AZO_RM_30_mut_430,42,42,1.0,6,False
NAT_GII_sel_JSDP01000164.1/7971-7765,28,50,1.7857142857142858,110,False
AZO_RM_30_mut_928,50,29,0.58,5,False
AZO_RM_30_mut_215,32,28,0.875,4,False
NAT_GII_sel_MNXF01000043.1/2316-2116,43,176,4.093023255813954,129,False
NAT_GII_sel_MGNU01000036.1/3097-3290,231,292,1.2640692640692641,129,False
AZO_RM_30_mut_199,53,113,2.1320754716981134,5,False
NAT_GII_sel_MHWP01000002.1/1106-1304,104,135,1.2980769230769231,136,False
AZO_RM_30_mut_471,41,101,2.4634146341463414,6,False
DCA_SB_50_156,163,1,0.006134969325153374,76,False
MIN_CONST_351,1871,25,0.013361838588989846,149,False
DCA_TM_3094,59,9,0.15254237288135594,40,False
AZO_RM_30_mut_518,21,23,1.0952380952380953,6,False
DCA_TM_3893,33,3,0.09090909090909091,26,False
NAT_GII_sel_CP014168.1/3229648-3229439,101,145,1.4356435643564356,125,False
AZO_RM_30_mut_940,28,26,0.9285714285714286,6,False
NAT_GII_sel_CP002859.1/4600798-4601009,92,301,3.2717391304347827,130,False
MIN_CONST_754,2285,25,0.010940919037199124,146,False
NAT_GII_sel_LBWF01000002.1/14775-14591,153,155,1.0130718954248366,117,False
DCA_SB_75_245,706,1,0.00141643059490085,82,False
DCA_SB_75_661,62,1,0.016129032258064516,72,False
AZO_RM_30_mut_602,43,65,1.5116279069767442,6,False
AZO_RM_30_mut_376,56,156,2.7857142857142856,9,False
AZO_RM_236,19,1,0.05263157894736842,42,False
MIN_CONST_377,192,107,0.5572916666666666,144,True
FULL_3D_CONST_83,407,7,0.0171990171990172,90,False
DCA_TM_2348,97,9,0.09278350515463918,51,False
AZO_RM_65,66,2,0.030303030303030304,53,False
DCA_TM_1719,34,2,0.058823529411764705,45,False
DCA_TM_1783,7,1,0.14285714285714285,38,False
MIN_CONST_810,666,114,0.17117117117117117,142,False
MIN_CONST_950,1635,15,0.009174311926605505,149,False
MIN_CONST_570,405,372,0.9185185185185185,145,True
NAT_GII_sel_MGFJ01000027.1/7685-7863,83,226,2.7228915662650603,112,False
AZO_RM_30_mut_446,41,88,2.1463414634146343,5,False
MIN_CONST_323,140,115,0.8214285714285714,145,True
NAT_GII_sel_CP002395.1/1615851-1615660,258,270,1.0465116279069768,115,False
DCA_TM_3467,155,178,1.1483870967741936,43,False
AZO_RM_30_mut_728,57,236,4.140350877192983,4,False
AZO_RM_30_mut_213,63,58,0.9206349206349206,9,False
DCA_TM_2872,45,1,0.022222222222222223,22,False
NAT_GII_sel_CP003587.1/1286602-1286788,130,34,0.26153846153846155,117,False
FULL_3D_CONST_152,321,2,0.006230529595015576,91,False
DCA_TM_1012,84,84,1.0,47,False
NAT_GII_sel_CP003607.1/3111245-3111050,287,375,1.3066202090592334,116,False
NAT_GII_sel_JXXE01000147.1/12819-12626,112,268,2.392857142857143,126,False
NAT_GII_sel_MFNH01000011.1/1028-1216,54,32,0.5925925925925926,120,False
NAT_GII_sel_AAYC01000006.1/126313-126125,72,171,2.375,110,False
NAT_GII_sel_LBYM01000015.1/15664-15456,47,136,2.893617021276596,146,False
NAT_GII_sel_MPIY01000011.1/3668-3454,54,70,1.2962962962962963,121,False
NAT_GII_sel_MFSQ01000101.1/2060-1862,179,211,1.1787709497206704,113,False
MIN_CONST_496,256,197,0.76953125,142,False
AZO_RM_30_mut_609,34,38,1.1176470588235294,7,False
DCA_TM_2522,98,68,0.6938775510204082,11,False
FULL_3D_CONST_327,1084,12,0.01107011070110701,105,False
DCA_TM_4064,52,2,0.038461538461538464,52,False
DCA_SB_75_311,96,1,0.010416666666666666,105,False
NAT_GII_sel_MFCR01000011.1/141855-141658,215,61,0.2837209302325581,122,False
AZO_RM_262,103,4,0.038834951456310676,54,False
DCA_TM_4197,28,3,0.10714285714285714,30,False
MIN_CONST_739,481,4,0.008316008316008316,134,False
NAT_GII_sel_FR878260.1/343-534,77,209,2.7142857142857144,123,False
AZO_RM_30_mut_766,53,103,1.9433962264150944,6,False
DCA_TM_252,43,5,0.11627906976744186,54,False
DCA_TM_3423,77,10,0.12987012987012986,45,False
FULL_3D_CONST_246,314,6,0.01910828025477707,93,False
AZO_RM_326,78,31,0.3974358974358974,69,False
DCA_TM_2171,35,2,0.05714285714285714,26,False
DCA_TM_4579,96,49,0.5104166666666666,22,False
AZO_RM_30_mut_126,41,129,3.1463414634146343,4,False
MIN_CONST_977,258,311,1.2054263565891472,145,True
NAT_GII_sel_MNXB01000005.1/39967-39779,129,515,3.992248062015504,127,False
NAT_GII_sel_CP011834.1/934039-934254,108,233,2.1574074074074074,119,False
AZO_RM_30_mut_210,46,98,2.130434782608696,4,False
MIN_CONST_610,2229,17,0.00762673844773441,137,False
NAT_GII_sel_MFVU01000036.1/988-1194,30,154,5.133333333333334,136,False
NAT_GII_sel_MFJG01000009.1/23309-23513,53,95,1.7924528301886793,127,False
AZO_RM_30_mut_314,75,43,0.5733333333333334,12,False
DCA_TM_1624,40,68,1.7,29,False
AZO_RM_30_mut_630,46,45,0.9782608695652174,6,False
MIN_CONST_603,270,3,0.011111111111111112,145,True
DCA_TM_4176,65,47,0.7230769230769231,26,False
FULL_3D_CONST_225,234,4,0.017094017094017096,93,False
AZO_RM_30_mut_362,60,39,0.65,4,False
DCA_TM_807,162,60,0.37037037037037035,54,False
NAT_GII_sel_MFZF01000033.1/15668-15867,79,147,1.860759493670886,129,False
MIN_CONST_96,522,148,0.2835249042145594,144,True
MIN_CONST_971,139,158,1.1366906474820144,142,True
MIN_CONST_980,694,2,0.002881844380403458,131,False
FULL_3D_CONST_222,1052,4,0.0038022813688212928,95,False
AZO_RM_30_mut_318,64,41,0.640625,9,False
AZO_RM_30_mut_485,37,63,1.7027027027027026,4,False
AZO_RM_684,140,3,0.02142857142857143,47,False
DCA_TM_2543,54,2,0.037037037037037035,47,False
DCA_TM_4110,63,52,0.8253968253968254,48,False
AZO_RM_30_mut_96,87,1,0.011494252873563218,7,False
NAT_GII_sel_BA000022.2/2791474-2791680,162,116,0.7160493827160493,123,False
NAT_GII_sel_FRBR01000001.1/963666-963462,59,86,1.4576271186440677,109,False
DCA_TM_4830,109,18,0.1651376146788991,26,False
NAT_GII_sel_MNVP01000009.1/13290-13487,101,15,0.1485148514851485,117,False
AZO_RM_30_mut_481,52,222,4.269230769230769,6,False
NAT_GII_sel_MGJA01000013.1/2056-1869,194,93,0.4793814432989691,115,False
DCA_TM_2272,71,3,0.04225352112676056,24,False
DCA_TM_1352,72,2,0.027777777777777776,43,False
MIN_CONST_598,210,150,0.7142857142857143,143,False
DCA_TM_2029,79,59,0.7468354430379747,52,False
NAT_GII_sel_FUFT01000002.1/339379-339566,84,233,2.7738095238095237,117,False
AZO_RM_30_mut_63,69,57,0.8260869565217391,6,False
AZO_RM_30_mut_889,53,17,0.32075471698113206,7,False
AZO_RM_30_mut_274,54,113,2.0925925925925926,7,False
AZO_RM_30_mut_413,32,22,0.6875,7,False
MIN_CONST_835,1739,8,0.004600345025876941,146,False
NAT_GII_sel_LBTG01000002.1/9713-9909,130,41,0.3153846153846154,128,False
NAT_GII_sel_CP014263.1/4923384-4923585,823,210,0.2551640340218712,110,False
MIN_CONST_506,1908,9,0.0047169811320754715,135,False
DCA_TM_2386,85,191,2.2470588235294118,50,False
MIN_CONST_747,997,30,0.03009027081243731,132,False
AZO_RM_30_mut_177,44,6,0.13636363636363635,7,False
AZO_RM_30_mut_688,54,138,2.5555555555555554,8,False
AZO_RM_30_mut_457,52,59,1.1346153846153846,5,False
DCA_TM_368,81,53,0.654320987654321,48,False
DCA_SB_75_588,106,2,0.018867924528301886,70,False
DCA_TM_3155,104,102,0.9807692307692307,13,False
DCA_SB_50_339,52,42,0.8076923076923077,84,False
NAT_GII_sel_CP000927.1/4086924-4087120,77,72,0.935064935064935,116,False
AZO_RM_30_mut_792,52,62,1.1923076923076923,10,False
DCA_TM_918,15,1,0.06666666666666667,39,False
FULL_3D_CONST_148,276,4,0.014492753623188406,92,False
AZO_RM_30_mut_585,42,32,0.7619047619047619,8,False
MIN_CONST_68,394,165,0.41878172588832485,148,True
MIN_CONST_568,283,8,0.028268551236749116,143,True
MIN_CONST_432,185,1,0.005405405405405406,126,False
MIN_CONST_425,251,4,0.01593625498007968,142,False
DCA_TM_3061,74,29,0.3918918918918919,46,False
NAT_GII_sel_AAVU01000038.1/10725-10932,126,94,0.746031746031746,131,False
DCA_TM_3720,83,3,0.03614457831325301,47,False
MIN_CONST_640,72,68,0.9444444444444444,144,True
MIN_CONST_205,212,126,0.5943396226415094,146,True
AZO_RM_30_mut_754,33,85,2.5757575757575757,5,False
AZO_RM_306,295,6,0.020338983050847456,60,False
MIN_CONST_218,131,95,0.7251908396946565,144,True
MIN_CONST_132,129,93,0.7209302325581395,147,True
NAT_GII_sel_MNGB01000007.1/194-1,280,280,1.0,117,False
DCA_TM_4417,157,3,0.01910828025477707,38,False
AZO_RM_30_mut_101,118,170,1.4406779661016949,7,False
MIN_CONST_83,422,183,0.43364928909952605,145,True
DCA_TM_766,120,34,0.2833333333333333,49,False
MIN_CONST_967,848,152,0.1792452830188679,142,False
DCA_TM_300,62,33,0.532258064516129,49,False
NAT_GII_sel_KQ954253.1/244864-244662,146,81,0.5547945205479452,119,False
MIN_CONST_209,75,38,0.5066666666666667,146,True
MIN_CONST_233,789,6,0.0076045627376425855,149,False
MIN_CONST_804,1092,152,0.1391941391941392,143,False
NAT_GII_sel_MHSA01000010.1/22189-22384,137,136,0.9927007299270073,118,False
DCA_TM_504,95,32,0.3368421052631579,49,False
MIN_CONST_386,119,76,0.6386554621848739,144,True
DCA_TM_3210,103,2,0.019417475728155338,46,False
MIN_CONST_938,24,23,0.9583333333333334,145,True
FULL_3D_CONST_667,137,1,0.0072992700729927005,105,False
NAT_GII_sel_AP012549.1/2191933-2191737,72,96,1.3333333333333333,115,False
DCA_TM_3373,75,1,0.013333333333333334,46,False
MIN_CONST_240,129,86,0.6666666666666666,138,True
AZO_RM_30_mut_321,148,1,0.006756756756756757,8,False
DCA_TM_2287,67,1,0.014925373134328358,44,False
DCA_TM_1498,72,41,0.5694444444444444,49,False
FULL_3D_CONST_15,772,2,0.0025906735751295338,107,False
DCA_TM_3574,93,94,1.010752688172043,46,False
MIN_CONST_336,144,74,0.5138888888888888,144,True
DCA_TM_4507,182,36,0.1978021978021978,48,False
NAT_GII_sel_MFOW01000002.1/118020-118224,65,46,0.7076923076923077,133,False
AZO_RM_30_mut_233,59,43,0.7288135593220338,4,False
FULL_3D_CONST_860,960,2,0.0020833333333333333,89,False
DCA_TM_150,60,55,0.9166666666666666,49,False
DCA_SB_50_650,35,1,0.02857142857142857,83,False
FULL_3D_CONST_702,125,4,0.032,90,False
DCA_SB_50_206,65,56,0.8615384615384616,84,False
DCA_TM_4351,159,13,0.08176100628930817,54,False
NAT_GII_sel_MFFF01000022.1/11583-11787,82,25,0.3048780487804878,126,False
MIN_CONST_853,682,76,0.11143695014662756,141,False
DCA_TM_2391,107,38,0.35514018691588783,45,False
FULL_3D_CONST_663,23,7,0.30434782608695654,95,False
DCA_TM_3440,78,4,0.05128205128205128,31,False
DCA_TM_3807,158,8,0.05063291139240506,24,False
DCA_TM_2364,79,2,0.02531645569620253,53,False
AZO_RM_30_mut_56,43,30,0.6976744186046512,6,False
AZO_RM_30_mut_808,34,62,1.8235294117647058,2,False
FULL_3D_CONST_273,435,1,0.0022988505747126436,116,False
DCA_TM_4701,94,2,0.02127659574468085,50,False
AZO_RM_30_mut_10,31,31,1.0,7,False
DCA_TM_2902,53,46,0.8679245283018868,46,False
MIN_CONST_763,319,21,0.06583072100313479,140,False
NAT_GII_sel_MNXD01000034.1/2116-1914,27,61,2.259259259259259,131,False
AZO_RM_617,83,3,0.03614457831325301,59,False
DCA_TM_4920,87,5,0.05747126436781609,23,False
DCA_TM_3346,39,2,0.05128205128205128,36,False
DCA_TM_2255,48,54,1.125,21,False
DCA_SB_50_643,80,1,0.0125,76,False
pho,2,1,0.5,134,False
AZO_RM_30_mut_632,94,116,1.2340425531914894,7,False
MIN_CONST_210,512,68,0.1328125,142,False
MIN_CONST_259,102,73,0.7156862745098039,140,True
DCA_TM_4226,173,2,0.011560693641618497,47,False
DCA_TM_517,93,37,0.3978494623655914,45,False
DCA_TM_2850,184,124,0.6739130434782609,49,False
FULL_3D_CONST_290,640,7,0.0109375,98,False
DCA_SB_75_103,27,2,0.07407407407407407,74,False
AZO_RM_30_mut_890,134,8,0.05970149253731343,8,False
DCA_TM_1791,94,12,0.1276595744680851,52,False
DCA_TM_4498,123,42,0.34146341463414637,53,False
AZO_RM_30_mut_827,41,120,2.926829268292683,7,False
AZO_RM_30_mut_785,128,1,0.0078125,12,False
FULL_3D_CONST_282,883,5,0.0056625141562853904,92,False
DCA_TM_3154,61,28,0.45901639344262296,50,False
DCA_TM_2325,45,19,0.4222222222222222,47,False
AZO_RM_30_mut_108,105,57,0.5428571428571428,5,False
MIN_CONST_443,992,13,0.01310483870967742,143,False
AZO_RM_30_mut_570,37,99,2.675675675675676,5,False
NAT_GII_sel_LBQA01000009.1/118475-118273,29,65,2.2413793103448274,116,False
DCA_TM_2655,83,17,0.20481927710843373,28,False
NAT_GII_sel_JYON01000030.1/36113-35923,128,370,2.890625,104,False
DCA_TM_3740,32,2,0.0625,34,False
MIN_CONST_337,140,67,0.4785714285714286,147,True
DCA_SB_75_737,70,1,0.014285714285714285,72,False
FULL_3D_CONST_750,1307,19,0.014537107880642693,97,False
FULL_3D_CONST_509,603,3,0.004975124378109453,115,False
DCA_TM_4275,244,51,0.20901639344262296,53,False
DCA_TM_4619,382,4,0.010471204188481676,49,False
FULL_3D_CONST_9,1039,11,0.010587102983638113,106,False
FULL_3D_CONST_671,492,96,0.1951219512195122,93,False
MIN_CONST_984,110,161,1.4636363636363636,144,True
AZO_RM_30_mut_298,79,55,0.6962025316455697,4,False
AZO_RM_30_mut_938,77,132,1.7142857142857142,6,False
AZO_RM_30_mut_41,47,88,1.872340425531915,3,False
AZO_RM_30_mut_218,42,27,0.6428571428571429,6,False
DCA_TM_3277,107,1,0.009345794392523364,46,False
NAT_GII_sel_AE008692.2/1843917-1844119,59,111,1.88135593220339,123,False
MIN_CONST_751,822,127,0.15450121654501217,141,False
NAT_GII_sel_LBWD01000009.1/21149-20948,129,52,0.40310077519379844,124,False
MIN_CONST_744,1753,15,0.008556759840273816,142,False
FULL_3D_CONST_383,352,3,0.008522727272727272,96,False
AZO_RU_30_mut_876,102,1,0.00980392156862745,18,False
AZO_RM_354,34,1,0.029411764705882353,55,False
DCA_TM_3915,35,15,0.42857142857142855,27,False
MIN_CONST_97,360,171,0.475,145,True
FULL_3D_CONST_121,212,1,0.0047169811320754715,91,False
MIN_CONST_366,218,152,0.6972477064220184,147,True
AZO_RM_30_mut_90,54,224,4.148148148148148,4,False
MIN_CONST_239,77,59,0.7662337662337663,139,True
DCA_TM_4241,68,60,0.8823529411764706,12,False
MIN_CONST_641,1032,190,0.18410852713178294,142,False
DCA_TM_967,127,92,0.7244094488188977,47,False
AZO_RM_30_mut_765,65,85,1.3076923076923077,5,False
NAT_GII_sel_MHCA01000044.1/26009-25808,67,101,1.507462686567164,139,False
AZO_RM_30_mut_545,152,31,0.20394736842105263,6,False
MIN_CONST_681,159,4,0.025157232704402517,133,False
NAT_GII_sel_LBOW01000003.1/38505-38710,41,14,0.34146341463414637,124,False
DCA_TM_4443,182,2,0.01098901098901099,44,False
AZO_RM_30_mut_310,162,113,0.6975308641975309,10,False
AZO_RM_184,128,2,0.015625,56,False
NAT_GII_sel_LBOZ01000005.1/20339-20531,84,38,0.4523809523809524,129,False
AZOARCUS,36,44,1.2222222222222223,0,False
DCA_TM_2749,20,7,0.35,32,False
AZO_RM_30_mut_617,85,15,0.17647058823529413,4,False
DCA_TM_1821,47,6,0.1276595744680851,50,False
DCA_TM_4992,129,83,0.6434108527131783,54,False
AZO_RM_30_mut_674,74,10,0.13513513513513514,7,False
AZO_RM_30_mut_264,40,21,0.525,9,False
DCA_SB_50_567,173,1,0.005780346820809248,53,False
DCA_TM_4724,235,5,0.02127659574468085,40,False
AZO_RM_30_mut_698,46,3,0.06521739130434782,5,False
AZO_RM_30_mut_91,56,93,1.6607142857142858,5,False
MIN_CONST_828,163,12,0.0736196319018405,150,False
AZO_RM_30_mut_461,42,24,0.5714285714285714,7,False
DCA_TM_1011,117,60,0.5128205128205128,49,False
FULL_3D_CONST_333,324,3,0.009259259259259259,95,False
AZO_RM_30_mut_127,50,20,0.4,8,False
DCA_TM_4643,34,8,0.23529411764705882,35,False
DCA_SB_50_892,82,3,0.036585365853658534,75,False
NAT_GII_sel_MFNO01000004.1/27397-27201,142,77,0.5422535211267606,121,False
MIN_CONST_502,119,35,0.29411764705882354,139,True
DCA_TM_2961,88,3,0.03409090909090909,47,False
DCA_TM_3801,215,103,0.4790697674418605,45,False
AZO_RM_30_mut_647,55,24,0.43636363636363634,7,False
NAT_GII_sel_MHFC01000052.1/7218-7022,76,72,0.9473684210526315,117,False
AZO_RM_30_mut_640,45,69,1.5333333333333334,5,False
AZO_RM_30_mut_325,34,109,3.2058823529411766,4,False
DCA_TM_3209,116,7,0.0603448275862069,56,False
NAT_GII_sel_MFDT01000065.1/2365-2167,13,50,3.8461538461538463,128,False
DCA_TM_157,89,59,0.6629213483146067,49,False
DCA_TM_4817,48,89,1.8541666666666667,49,False
DCA_SB_75_687,55,2,0.03636363636363636,55,False
MIN_CONST_672,999,5,0.005005005005005005,139,False
AZO_RM_30_mut_540,31,67,2.161290322580645,6,False
NAT_GII_sel_MRCE01000008.1/100303-100107,308,198,0.6428571428571429,118,False
MIN_CONST_776,209,43,0.20574162679425836,138,True
NAT_GII_sel_CP004021.1/783982-783787,64,102,1.59375,125,False
AZO_RM_30_mut_0,80,22,0.275,5,False
